ID,ApplicationDate_financial,AnnualIncome,EmploymentStatus,Experience,LoanDuration,NumberOfDependents,MonthlyDebtPayments,NumberOfOpenCreditLines,BankruptcyHistory,PreviousLoanDefaults,LengthOfCreditHistory,CheckingAccountBalance,TotalLiabilities,NetWorth,LoanApproved,ApplicationDate_demographic,Age,CreditScore,EducationLevel,LoanAmount,MaritalStatus,HomeOwnershipStatus,CreditCardUtilizationRate,NumberOfCreditInquiries,LoanPurpose,PaymentHistory,SavingsAccountBalance,TotalAssets,JobTenure,InterestRate,RiskScore,MonthlyIncome,MonthlyLoanPayment,TotalDebtToIncomeRatio
A6010,15-06-2018,120420,Employed,5,72,0,361,2,0,0,6,483,42884,52096.0,1,15-06-2034,29,487,Master,14286,Married,Rent,5.94,1,Home,26,4728,94980.0,3,27.15,39.0,10035.0,198.41666666666666,5.574655372861651
A6011,16-06-2018,51573,Employed,14,48,0,323,7,0,0,8,1146,12192,1978.0,0,16-06-2034,39,547,High School,50005,Married,Mortgage,7.92,0,Debt Consolidation,16,2818,14170.0,4,30.75,50.0,4297.75,1041.7708333333333,31.755472824927768
A6012,17-06-2018,77187,Employed,22,36,5,168,4,0,0,14,3512,5525,15573.0,1,17-06-2034,45,620,Master,27046,Single,Own,15.9,0,Home,18,1862,21098.0,8,19.41,40.0,6432.25,751.2777777777778,14.291698515725878
A6013,18-06-2018,32684,Employed,17,12,3,835,1,0,0,4,1785,17378,25746.0,0,18-06-2034,42,520,Associate,27342,Divorced,Rent,29.2,1,Auto,24,524,43124.0,5,27.88,54.0,2723.6666666666665,2278.5,114.31281360910538
A6014,19-06-2018,22298,Employed,30,36,0,246,3,0,0,28,14031,12283,3619.0,1,19-06-2034,53,588,Bachelor,5403,Married,Rent,4.8,1,Other,22,1871,15902.0,6,16.77,44.0,1858.1666666666667,150.08333333333334,21.315813077406045
A6015,20-06-2018,53303,Employed,22,24,1,1203,2,0,0,24,3274,185347,8860.0,0,20-06-2034,45,585,Bachelor,12196,Married,Mortgage,7.27,0,Home,27,4428,54851.0,1,20.9,54.0,4441.916666666667,508.1666666666667,38.52316004727689
A6016,21-06-2018,15000,Employed,5,24,2,450,3,0,0,27,620,19124,85978.0,0,21-06-2034,29,605,High School,13389,Single,Rent,19.5,1,Debt Consolidation,23,4900,105102.0,8,21.73,51.0,1250.0,557.875,80.63
A6017,22-06-2018,138459,Employed,40,36,1,390,3,0,0,17,1226,20467,16484.0,1,22-06-2034,66,595,High School,26257,Divorced,Mortgage,4.15,0,Auto,25,20301,36951.0,7,22.28,44.0,17228.25,729.3611111111111,6.497242094299253
A6018,23-06-2018,46943,Employed,16,48,0,468,2,0,0,8,1302,26269,71987.0,1,23-06-2034,42,601,Master,14601,Married,Rent,1.29,1,Home,24,2629,98256.0,4,18.44,36.0,3911.9166666666665,304.1875,19.73936476151929
A6019,24-06-2018,58970,Unemployed,14,36,3,359,2,0,0,28,5927,3927,88581.0,0,24-06-2034,38,555,Doctorate,23561,Single,Mortgage,2.83,3,Home,32,17262,92508.0,2,26.53,51.0,4914.166666666667,654.4722222222222,20.623480865977047
A6020,25-06-2018,44928,Employed,27,48,1,178,4,0,0,18,721,3831,25636.0,0,25-06-2034,51,609,Bachelor,17059,Divorced,Own,6.69,1,Debt Consolidation,15,1691,29467.0,2,21.41,50.0,3744.0,355.3958333333333,14.246683582621081
A6021,26-06-2018,53365,Employed,18,24,3,253,1,0,0,18,3749,77661,2169.0,1,26-06-2034,42,482,Master,8249,Single,Own,1.27,2,Home,26,3911,71241.0,7,20.53,44.0,4447.083333333333,343.7083333333333,13.417970579968143
A6022,27-06-2018,70714,Employed,20,24,3,497,4,0,0,26,1090,12051,77003.0,1,27-06-2034,44,603,Master,22894,Single,Mortgage,2.79,2,Home,24,14434,89054.0,7,16.2,35.0,5892.833333333333,953.9166666666666,24.621715643295527
A6023,28-06-2018,36485,Employed,44,72,0,213,3,0,0,19,475,77875,8320.0,0,28-06-2034,69,665,High School,13220,Divorced,Rent,472.0,2,Auto,19,1699,3373.0,3,18.91,54.0,3040.4166666666665,183.61111111111111,13.044630213329679
A6024,29-06-2018,15000,Employed,14,36,1,277,6,0,0,4,4842,3705,208961.625,0,29-06-2034,36,520,Associate,13532,Widowed,Mortgage,24.1,1,Education,26,1317,246742.75,8,24.86,57.0,1250.0,375.8888888888889,52.23111111111111
A6025,30-06-2018,24284,Self-Employed,11,96,2,298,4,0,0,19,263,31139,109778.0,0,30-06-2034,36,581,High School,9921,Married,Mortgage,28.0,1,Home,25,2574,140917.0,8,30.38,51.0,2023.6666666666667,103.34375,19.832502882556415
A6026,01-07-2018,37504,Employed,18,84,0,461,2,0,0,24,297,22855,17814.0,0,01-07-2034,41,555,High School,20745,Single,Other,39.1,1,Education,28,4209,40669.0,2,30.41,55.0,3125.3333333333335,246.96428571428572,22.652440882496347
A6027,02-07-2018,65756,Unemployed,28,48,0,264,4,0,0,3,1795,36505,10246.0,0,02-07-2034,52,614,Bachelor,11941,Divorced,Mortgage,2.96,1,Education,25,2897,20798.0,5,21.76,61.0,5479.666666666667,248.77083333333334,9.35770119836973
A6028,03-07-2018,38663,Employed,0,48,5,938,1,0,0,2,238,23790,11396.0,0,03-07-2034,21,506,High School,40352,Single,Rent,44.7,0,Debt Consolidation,27,887,35186.0,6,29.29,60.0,3221.9166666666665,840.6666666666666,55.20523497917906
A6029,04-07-2018,54615,Employed,0,60,3,389,4,0,0,6,466,17567,12468.0,0,04-07-2034,18,531,High School,18666,Married,Mortgage,14.2,1,Home,23,7813,30035.0,4,27.39,55.0,4551.25,311.1,15.38258720131832
A6030,05-07-2018,15895,Employed,8,36,0,279,1,0,0,14,1708,6898,95035.0,0,05-07-2034,32,600,Associate,21056,Single,Mortgage,2.94,1,Home,28,1641,101933.0,6,21.52,51.0,1324.5833333333333,584.8888888888889,65.21967075600294
A6031,06-07-2018,19184,Employed,0,12,3,679,3,0,0,27,1504,11402,10896.0,0,06-07-2034,20,429,High School,8613,Married,Rent,2.33,0,Home,28,799,22298.0,8,28.17,58.0,1598.6666666666667,717.75,87.36968306922435
A6032,07-07-2018,32073,Employed,9,24,1,291,1,0,1,20,1062,18984,85506.0,0,07-07-2034,34,548,High School,35185,Single,Mortgage,2.86,1,Auto,26,20541,104490.0,2,25.5,55.0,2672.75,1466.0416666666667,65.73909518909987
A6033,08-07-2018,121138,Employed,22,48,3,344,3,0,0,18,1015,29831,51929.0,0,08-07-2034,46,613,High School,42950,Married,Mortgage,37.3,2,Auto,25,5163,81760.0,8,25.85,51.0,10094.833333333334,894.7916666666666,12.27154154765639
A6034,09-07-2018,138459,Self-Employed,6,48,0,481,0,0,0,29,984,7777,76235.0,1,09-07-2034,29,602,Master,35159,Single,Mortgage,3.83,2,Debt Consolidation,26,14093,84012.0,5,23.15,40.0,17385.583333333332,732.4791666666666,6.97980127212681
A6035,10-07-2018,22866,Employed,0,108,0,698,2,1,0,22,3839,9686,29516.0,0,10-07-2034,22,528,Bachelor,23364,Married,Mortgage,39.3,0,Debt Consolidation,23,7913,39202.0,6,26.5,71.0,1905.5,216.33333333333334,47.983906236333425
A6036,11-07-2018,96415,Employed,12,72,1,193,5,0,0,6,228,14335,9976.0,1,11-07-2034,40,519,Master,26342,Divorced,Own,9.49,1,Debt Consolidation,20,2045,24311.0,2,27.95,44.0,8034.583333333333,365.8611111111111,6.955694999049249
A6037,12-07-2018,62748,Employed,30,36,4,373,1,0,0,1,304,15560,122445.0,0,12-07-2034,50,507,Master,9684,Married,Rent,41.5,1,Auto,19,7392,138005.0,7,28.54,55.0,5229.0,269.0,12.27768215720023
A6038,13-07-2018,67940,Employed,0,72,2,481,5,0,0,18,1786,40789,52670.0,0,13-07-2034,19,537,Master,50833,Married,Mortgage,333.0,1,Debt Consolidation,20,889,93459.0,2,31.03,56.0,5661.666666666667,706.0138888888889,20.965803159650672
A6039,14-07-2018,18186,Employed,21,48,1,418,4,0,0,21,1504,18750,22528.0,0,14-07-2034,49,577,High School,16324,Married,Rent,2.56,1,Home,28,7296,41278.0,4,26.73,51.0,1515.5,340.0833333333333,50.02199494116353
A6040,15-07-2018,126197,Employed,26,60,2,556,4,0,0,16,1946,4030,168032.0,0,15-07-2034,49,616,Master,53725,Married,Own,5.14,1,Other,19,9763,172062.0,3,32.44,46.0,10516.416666666666,1930.25,23.64160796215441
A6041,16-07-2018,15000,Employed,28,48,4,370,3,0,0,4,232,34924,8889.0,0,16-07-2034,51,510,Bachelor,38333,Married,Rent,32.0,2,Auto,31,17364,22083.0,5,25.78,55.0,1250.0,798.6041666666666,93.48833333333333
A6042,17-07-2018,21777,Employed,32,60,0,1068,3,0,0,21,997,7829,31170.0,0,17-07-2034,54,555,High School,26758,Married,Rent,42.0,2,Home,23,690,38999.0,3,23.23,61.0,1814.75,445.96666666666664,83.4256325481012
A6043,18-07-2018,49224,Self-Employed,41,48,0,267,3,0,0,5,982,10399,3424.0,0,18-07-2034,66,647,Bachelor,26683,Married,Mortgage,3.01,3,Home,23,5324,13823.0,7,22.21,57.0,4102.0,555.8958333333334,20.060844303591747
A6044,19-07-2018,31071,Employed,7,36,3,270,0,0,0,3,1496,43499,22303.0,0,19-07-2034,35,552,Associate,25579,Married,Rent,31.5,1,Auto,23,2241,65802.0,5,22.71,56.0,2589.25,710.5277777777778,37.86918133736711
A6045,20-07-2018,38435,Employed,20,60,1,233,4,0,0,5,655,93744,4426.0,0,20-07-2034,41,586,High School,12767,Married,Rent,5.83,2,Education,20,3416,40120.0,2,21.05,56.0,3202.9166666666665,212.78333333333333,13.918043449980486
A6046,21-07-2018,28420,Employed,13,48,1,253,2,0,0,19,3338,33843,49601.0,0,21-07-2034,35,493,High School,25535,Divorced,Rent,2.8,0,Education,26,1500,83444.0,7,23.93,54.0,2368.3333333333335,531.9791666666666,33.144792399718504
A6047,22-07-2018,33767,Employed,18,48,2,571,1,0,0,18,215,7338,46684.0,0,22-07-2034,40,579,Associate,15826,Single,Mortgage,11.2,1,Education,21,4508,54022.0,6,24.61,54.0,2813.9166666666665,329.7083333333333,32.0090621020523
A6048,23-07-2018,62360,Employed,34,48,0,317,1,0,0,19,1476,99463,8579.0,0,23-07-2034,58,617,Master,18832,Married,Rent,2.49,1,Home,23,11905,46961.0,7,20.96,53.0,5196.666666666667,392.3333333333333,13.649775497113533
A6049,24-07-2018,37776,Employed,0,60,1,326,0,0,0,24,1974,138293,4626.0,0,24-07-2034,23,541,Associate,17866,Married,Rent,47.9,3,Auto,20,5157,98047.0,7,27.13,58.0,3148.0,297.76666666666665,19.8146971622194
A6050,25-07-2018,38573,Employed,3,48,1,572,3,0,0,22,478,4659,25013.0,0,25-07-2034,29,477,Bachelor,12411,Married,Rent,35.9,0,Debt Consolidation,15,236,29672.0,3,25.34,55.0,3214.4166666666665,258.5625,25.838669535685586
A6051,26-07-2018,88980,Employed,32,60,4,353,2,0,0,1,10439,8818,59977.0,1,26-07-2034,56,564,High School,22980,Married,Mortgage,5.51,0,Auto,22,238,68795.0,4,21.87,43.0,7415.0,383.0,9.925826028320971
A6052,27-07-2018,23289,Employed,24,36,1,293,3,0,1,16,487,2673,11964.0,0,27-07-2034,52,609,Associate,6442,Married,Rent,5.45,0,Auto,13,5137,14637.0,5,18.87,56.0,1940.75,178.94444444444446,24.317632072366067
A6053,28-07-2018,82044,Self-Employed,14,36,2,574,0,0,0,17,1752,7013,208961.625,1,28-07-2034,35,535,High School,31792,Single,Rent,3.43,1,Auto,34,6711,246742.75,3,24.13,43.0,6837.0,883.1111111111111,21.312141452553913
A6054,29-07-2018,130307,Employed,29,36,1,835,0,0,0,11,2071,2942,27959.0,0,29-07-2034,50,619,Master,53725,Single,Other,5.35,2,Other,32,2337,30901.0,3,24.29,48.0,10858.916666666666,1685.8055555555557,23.214153243238407
A6055,30-07-2018,121955,Self-Employed,19,36,0,343,1,0,0,27,555,99859,8257.0,1,30-07-2034,44,654,Doctorate,20937,Divorced,Mortgage,3.69,0,Debt Consolidation,19,741,37532.0,4,18.76,40.0,10162.916666666666,581.5833333333334,9.097617973842812
A6056,31-07-2018,50763,Employed,35,36,2,607,1,0,0,24,871,47031,10312.0,0,31-07-2034,58,666,Associate,26541,Married,Other,12.7,1,Home,25,20995,43799.0,10,20.27,45.0,4230.25,737.25,31.777081732758113
A6057,01-08-2018,38849,Employed,20,60,1,214,3,0,0,8,1362,29412,1248.0,1,01-08-2034,40,662,Doctorate,17065,Single,Mortgage,15.3,1,Auto,22,1598,23233.0,3,15.98,36.0,3237.4166666666665,284.4166666666667,15.395505675821774
A6058,02-08-2018,56894,Employed,30,84,0,225,2,0,0,28,490,12074,81272.0,0,02-08-2034,52,481,Bachelor,37778,Divorced,Mortgage,2.73,1,Debt Consolidation,23,237,93346.0,2,29.16,50.0,4741.166666666667,449.73809523809524,14.231478087069183
A6059,03-08-2018,138459,Employed,48,120,5,648,4,0,0,4,3526,70618,7457.0,1,03-08-2034,71,664,High School,10024,Married,Other,2.91,2,Debt Consolidation,25,3144,56886.0,4,27.1,37.0,19661.666666666668,83.53333333333333,3.720606933966262
A6060,04-08-2018,25523,Employed,26,60,3,442,5,0,0,23,979,35786,11750.0,0,04-08-2034,47,611,Associate,6125,Married,Mortgage,15.6,2,Debt Consolidation,21,2905,47536.0,3,20.65,54.0,2126.9166666666665,102.08333333333333,25.58084864631901
A6061,05-08-2018,80983,Employed,20,48,0,515,2,0,0,19,605,23268,30064.0,1,05-08-2034,40,604,Master,27127,Married,Other,7.9,1,Home,32,1281,53332.0,4,21.99,37.0,6748.583333333333,565.1458333333334,16.005519676969243
A6062,06-08-2018,49716,Employed,26,72,0,227,2,1,0,15,504,14173,4160.0,0,06-08-2034,48,535,Bachelor,23189,Married,Mortgage,25.5,1,Education,31,5200,10860.0,1,28.2,67.0,4143.0,322.06944444444446,13.252943385094001
A6063,07-08-2018,57934,Employed,15,48,0,719,0,0,0,22,987,36665,5949.0,0,07-08-2034,35,616,Bachelor,19286,Married,Mortgage,527.0,0,Debt Consolidation,27,7559,26148.0,3,21.86,48.0,4827.833333333333,401.7916666666667,23.215210411847966
A6064,08-08-2018,28247,Employed,44,24,2,246,5,0,0,25,3865,12081,208961.625,1,08-08-2034,68,600,Associate,18597,Married,Rent,3.15,0,Auto,16,2505,246742.75,5,19.97,37.0,2353.9166666666665,774.875,43.36920734945304
A6065,09-08-2018,59563,Employed,23,60,0,1429,4,0,0,6,875,8027,32849.0,0,09-08-2034,42,529,Associate,25672,Married,Mortgage,24.7,1,Education,29,3572,40876.0,2,28.87,51.0,4963.583333333333,427.8666666666667,37.40980138676696
A6066,10-08-2018,60707,Employed,13,36,4,769,6,0,1,27,1324,56856,65360.0,0,10-08-2034,36,584,High School,41244,Married,Mortgage,32.4,1,Auto,35,1410,122216.0,2,27.34,56.0,5058.916666666667,1145.6666666666667,37.84736521323735
A6067,11-08-2018,17572,Unemployed,5,36,3,415,6,0,0,22,3590,21944,56813.0,0,11-08-2034,29,534,Bachelor,23483,Married,Own,10.4,2,Home,20,2163,78757.0,2,24.19,51.0,1464.3333333333333,652.3055555555555,72.88678958949845
A6068,12-08-2018,57910,Employed,31,60,4,450,2,0,0,29,454,23526,20139.0,0,12-08-2034,53,655,Bachelor,53725,Divorced,Rent,7.32,1,Home,27,1607,43665.0,5,23.16,50.0,4825.833333333333,1021.8166666666667,30.498704886893456
A6069,13-08-2018,42445,Employed,25,48,1,415,3,0,0,11,11649,170667,73144.0,0,13-08-2034,50,481,Bachelor,20303,Married,Mortgage,5.11,1,Auto,18,4904,243811.0,6,24.57,48.0,3537.0833333333335,422.9791666666667,23.691247496760514
A6070,14-08-2018,43717,Employed,14,48,1,414,7,0,0,25,2981,79759,26661.0,0,14-08-2034,34,624,Bachelor,53725,Widowed,Other,41.5,2,Auto,25,2500,106420.0,5,22.62,51.0,3643.0833333333335,1141.0416666666667,42.6847679392456
A6071,15-08-2018,47229,Employed,25,84,0,294,5,0,1,3,489,22481,9113.0,0,15-08-2034,46,642,Associate,26881,Single,Rent,1.58,0,Auto,16,2208,11094.0,7,22.99,60.0,3935.75,320.01190476190476,15.600886864305528
A6072,16-08-2018,75422,Unemployed,0,48,1,450,7,0,0,7,5424,10617,208961.625,0,16-08-2034,21,566,High School,31973,Single,Own,38.8,1,Other,28,11237,246742.75,4,20.2,50.0,6285.166666666667,666.1041666666666,17.757749728196014
A6073,17-08-2018,81801,Employed,18,24,2,285,0,0,0,15,6155,19788,18170.0,1,17-08-2034,42,616,Master,15542,Married,Mortgage,29.8,1,Auto,39,4329,37958.0,9,19.07,43.0,6816.75,647.5833333333334,13.680761848877154
A6074,18-08-2018,27006,Self-Employed,22,96,2,1024,3,0,0,20,779,15871,208961.625,0,18-08-2034,45,457,Associate,21888,Single,Mortgage,9.32,0,Education,22,2696,246742.75,5,30.85,48.0,2250.5,228.0,55.63208175960897
A6075,19-08-2018,80511,Employed,33,48,1,347,1,0,0,15,6162,24073,208961.625,1,19-08-2034,60,630,Bachelor,25341,Married,Own,3.93,0,Home,20,9724,246742.75,3,18.53,33.0,6709.25,527.9375,13.040764616015203
A6076,20-08-2018,33917,Unemployed,9,72,0,159,3,0,0,8,12525,70336,5275.0,0,20-08-2034,30,537,High School,17046,Married,Rent,3.25,0,Other,29,3927,34828.0,2,24.29,55.0,2826.4166666666665,236.75,14.001827991862488
A6077,21-08-2018,22142,Employed,4,36,4,591,1,0,0,20,5061,100079,23204.0,0,21-08-2034,24,544,High School,18139,Single,Own,2.36,1,Home,25,9362,123283.0,5,25.75,58.0,1845.1666666666667,503.8611111111111,59.33670550687983
A6078,22-08-2018,15118,Employed,3,48,3,547,2,0,0,11,4308,10899,26529.0,0,22-08-2034,29,457,High School,14489,Single,Mortgage,17.5,0,Auto,23,6367,37428.0,9,28.9,57.0,1259.8333333333333,301.8541666666667,67.37829077920361
A6079,23-08-2018,73371,Employed,3,72,0,479,5,0,1,17,2429,3400,79140.0,0,23-08-2034,23,581,Bachelor,47259,Single,Other,3.94,1,Auto,27,4375,82540.0,6,24.95,60.0,6114.25,656.375,18.56932575540745
A6080,24-08-2018,50263,Employed,32,24,3,415,4,0,0,16,286,38046,172094.0,0,24-08-2034,56,558,Bachelor,25847,Single,Own,6.05,2,Home,20,2031,210140.0,8,20.53,48.0,4188.583333333333,1076.9583333333333,35.61964068997075
A6081,25-08-2018,97112,Employed,37,60,2,793,3,0,1,12,232,6530,66471.0,1,25-08-2034,58,488,Bachelor,12968,Married,Own,4.48,2,Other,22,6300,73001.0,4,23.6,44.0,8092.666666666667,216.13333333333333,12.469725677568167
A6082,26-08-2018,34103,Employed,25,60,1,367,4,0,0,4,288,4910,14590.0,0,26-08-2034,43,669,Master,29697,Divorced,Rent,18.7,1,Other,27,2098,19500.0,4,22.54,47.0,2841.9166666666665,494.95,30.32988300149547
A6083,27-08-2018,138459,Self-Employed,32,60,0,824,1,0,0,10,4910,143543,6855.0,1,27-08-2034,54,530,High School,22138,Married,Own,21.7,0,Debt Consolidation,28,14238,106649.0,5,26.21,42.0,13915.833333333334,368.96666666666664,8.57272890592251
A6084,28-08-2018,138459,Employed,17,12,4,289,4,0,1,8,2978,36310,2232.0,1,28-08-2034,41,566,High School,25190,Single,Own,3.6,0,Debt Consolidation,27,10233,27945.0,6,24.58,45.0,17252.5,2099.1666666666665,13.842438293967056
A6085,29-08-2018,57888,Employed,18,72,0,121,1,0,0,3,348,42159,84994.0,0,29-08-2034,38,571,High School,8943,Single,Mortgage,4.87,1,Home,21,5373,127153.0,6,25.84,58.0,4824.0,124.20833333333333,5.083091487009397
A6086,30-08-2018,93202,Employed,12,72,2,384,5,0,0,9,1037,5740,25187.0,0,30-08-2034,36,504,Associate,20824,Single,Rent,4.06,1,Debt Consolidation,32,4311,30927.0,6,29.27,51.0,7766.833333333333,289.22222222222223,8.667911275151463
A6087,31-08-2018,38474,Employed,12,48,2,504,4,0,0,2,885,82746,10767.0,0,31-08-2034,36,574,Master,21719,Widowed,Mortgage,25.6,3,Home,26,5688,10982.0,3,20.51,57.0,3206.1666666666665,452.4791666666667,29.83248427509487
A6088,01-09-2018,36305,Employed,1,60,0,123,2,0,1,11,1916,8948,208961.625,0,01-09-2034,21,631,Master,20047,Single,Other,21.9,1,Auto,27,1171,218403.0,8,23.0,54.0,3025.4166666666665,334.1166666666667,15.109213606941193
A6089,02-09-2018,117234,Employed,21,48,0,533,1,0,0,17,410,79082,8964.0,1,02-09-2034,43,566,Bachelor,16618,Married,Other,28.9,3,Other,34,15156,48012.0,8,18.82,40.0,9769.5,346.2083333333333,8.999522322875615
A6090,03-09-2018,51640,Employed,13,36,3,732,3,0,1,3,961,4411,59498.0,0,03-09-2034,39,616,Bachelor,22636,Married,Other,18.3,1,Home,16,5366,63909.0,2,22.48,57.0,4303.333333333333,628.7777777777778,31.62148205525433
A6091,04-09-2018,24575,Employed,24,24,0,468,3,0,1,8,961,15200,18870.0,0,04-09-2034,48,641,Master,34071,Single,Rent,6.22,3,Education,27,6398,34070.0,5,22.6,57.0,2047.9166666666667,1419.625,92.17293997965412
A6092,05-09-2018,51157,Unemployed,19,48,2,354,6,0,0,2,194,27170,36126.0,0,05-09-2034,41,606,Bachelor,29137,Single,Other,17.6,2,Home,17,2256,63296.0,5,22.07,53.0,4263.083333333333,607.0208333333334,22.542858259866687
A6093,06-09-2018,22069,Employed,15,60,1,392,5,0,0,15,1889,74242,4101.0,0,06-09-2034,38,563,High School,19054,Divorced,Other,37.8,1,Debt Consolidation,29,4313,17795.0,10,21.69,55.0,1839.0833333333333,317.56666666666666,38.58262721464497
A6094,07-09-2018,45819,Employed,8,60,1,418,1,0,1,2,1498,79905,9135.0,0,07-09-2034,29,523,Bachelor,24865,Married,Other,20.6,2,Education,25,2878,60241.0,6,27.48,61.0,3818.25,414.4166666666667,21.800999585324867
A6095,08-09-2018,107913,Employed,15,48,4,385,3,0,0,11,3322,5737,17948.0,1,08-09-2034,40,584,Bachelor,14564,Divorced,Mortgage,40.3,1,Home,22,496,23685.0,5,18.23,41.0,8992.75,303.4166666666667,7.655240795826268
A6096,09-09-2018,118222,Employed,23,60,3,781,1,0,0,12,594,4374,77295.0,1,09-09-2034,48,570,Bachelor,26465,Single,Mortgage,45.0,1,Home,31,2982,81669.0,4,25.1,40.0,9851.833333333334,441.0833333333333,12.40462858012891
A6097,10-09-2018,41421,Employed,3,24,1,501,3,0,0,2,4825,44692,38274.0,0,10-09-2034,26,564,High School,18554,Married,Rent,3.44,0,Home,28,5965,82966.0,2,24.36,61.0,3451.75,773.0833333333334,36.91122860384829
A6098,11-09-2018,122607,Employed,18,48,2,116,6,0,1,18,1203,34078,22606.0,0,11-09-2034,41,619,Associate,41145,Single,Rent,3.74,2,Auto,24,5260,56684.0,0,24.93,51.0,10217.25,857.1875,9.524945557757714
A6099,12-09-2018,41535,Employed,21,24,3,337,5,0,0,7,827,37705,41027.0,0,12-09-2034,42,587,Associate,7560,Single,Mortgage,25.6,1,Debt Consolidation,25,293,78732.0,4,21.91,60.0,3461.25,315.0,18.837125315998556
A6100,13-09-2018,100753,Employed,11,72,0,316,3,0,0,9,8150,114421,5308.0,1,13-09-2034,31,473,High School,10853,Single,Mortgage,22.7,0,Education,21,3887,66387.0,10,26.03,41.0,8396.083333333334,150.73611111111111,5.558974257176791
A6101,14-09-2018,25929,Employed,10,48,3,405,0,0,0,15,358,70301,208961.625,0,14-09-2034,32,596,Associate,16887,Widowed,Mortgage,5.11,0,Home,24,553,246742.75,5,21.56,55.0,2160.75,351.8125,35.02545412472521
A6102,15-09-2018,27496,Employed,20,60,5,275,0,0,0,27,1487,71369,4545.0,0,15-09-2034,42,555,High School,21969,Single,Rent,5.94,0,Auto,21,1380,36053.0,5,24.4,61.0,2291.3333333333335,366.15,27.981524585394236
A6103,16-09-2018,34398,Unemployed,1,48,1,526,5,0,0,19,494,21460,13925.0,0,16-09-2034,26,343,Associate,9791,Married,Own,587.0,2,Home,26,2274,35385.0,6,35.67,59.0,2866.5,203.97916666666666,25.46587010872725
A6104,17-09-2018,25313,Employed,20,48,4,554,7,0,0,3,1357,167271,8983.0,0,17-09-2034,44,532,High School,33047,Single,Rent,22.0,1,Auto,21,962,49459.0,5,24.88,55.0,2109.4166666666665,688.4791666666666,58.9015525619247
A6105,18-09-2018,68853,Employed,6,24,0,268,3,0,0,1,1040,11601,56098.0,1,18-09-2034,29,486,Master,17457,Married,Other,7.8,0,Debt Consolidation,24,1495,67699.0,9,23.61,42.0,5737.75,727.375,17.347827981351575
A6106,19-09-2018,108418,Employed,27,12,2,489,0,0,0,14,5349,11888,3543.0,1,19-09-2034,52,519,High School,12520,Married,Mortgage,18.9,1,Education,32,1323,6672.0,3,24.59,41.0,9034.833333333334,1043.3333333333333,16.960283347783577
A6107,20-09-2018,58068,Unemployed,47,48,0,257,2,0,1,20,1736,18487,132556.0,0,20-09-2034,68,602,Associate,12351,Married,Own,5.06,1,Home,17,3798,151043.0,5,23.62,55.0,4839.0,257.3125,10.628487290762553
A6108,21-09-2018,45176,Unemployed,4,12,3,628,1,1,0,28,654,219526,6334.0,0,21-09-2034,29,585,High School,50368,Widowed,Own,23.4,0,Debt Consolidation,26,2437,90275.0,4,22.8,70.0,3764.6666666666665,4197.333333333333,128.17425181512309
A6109,22-09-2018,22619,Self-Employed,25,36,3,376,3,0,0,21,2035,5413,36829.0,0,22-09-2034,46,565,High School,16007,Married,Own,14.6,1,Debt Consolidation,29,3793,42242.0,3,26.03,62.0,1884.9166666666667,444.6388888888889,43.53714428872482
A6110,23-09-2018,46895,Employed,6,60,0,329,2,0,0,10,2863,44813,90504.0,0,23-09-2034,31,505,Bachelor,17099,Divorced,Mortgage,3.91,2,Debt Consolidation,19,1133,135317.0,7,27.73,53.0,3907.9166666666665,284.98333333333335,15.71126985819384
A6111,24-09-2018,138459,Employed,30,60,2,802,2,0,0,20,1348,16229,32581.0,1,24-09-2034,52,554,High School,53578,Married,Own,24.9,2,Home,32,5651,48810.0,4,25.95,41.0,12826.666666666666,892.9666666666667,13.214397089397089
A6112,25-09-2018,105203,Employed,5,48,3,270,4,1,0,10,831,46659,141298.0,1,25-09-2034,24,586,Bachelor,13420,Widowed,Mortgage,5.86,0,Debt Consolidation,22,14722,187957.0,4,22.1,48.0,8766.916666666666,279.5833333333333,6.268832637852532
A6113,26-09-2018,20309,Employed,21,36,1,448,2,1,0,9,658,99695,8909.0,0,26-09-2034,45,532,High School,14268,Widowed,Rent,285.0,1,Debt Consolidation,25,3628,60780.0,5,26.11,65.0,1692.4166666666667,396.3333333333333,49.88921167955093
A6114,27-09-2018,34043,Employed,5,84,2,1155,5,0,0,14,2464,7569,149824.0,0,27-09-2034,29,579,Associate,32250,Divorced,Mortgage,41.6,1,Home,20,8842,157393.0,3,28.42,51.0,2836.9166666666665,383.92857142857144,54.24652015728009
A6115,28-09-2018,138459,Employed,15,36,4,416,6,0,0,13,1865,27334,159227.0,1,28-09-2034,37,502,Bachelor,25188,Married,Own,2.46,2,Debt Consolidation,26,2366,186561.0,9,30.22,41.0,25000.0,699.6666666666666,4.462666666666666
A6116,29-09-2018,56245,Self-Employed,5,36,1,337,4,0,0,23,765,64175,7658.0,1,29-09-2034,27,490,Master,9981,Married,Own,3.87,1,Education,24,3338,71833.0,4,23.44,41.0,4687.083333333333,277.25,13.105164903546983
A6117,30-09-2018,138459,Self-Employed,27,84,3,538,2,0,0,21,1648,21221,50489.0,1,30-09-2034,49,623,Associate,11118,Married,Own,703.0,0,Education,30,14509,71710.0,5,21.24,44.0,12556.333333333334,132.35714285714286,5.338796964536963
